# x_m,y_m,w_tr_right_m,w_tr_left_m
0.4322,100.6835,0.7134,0.7134
0.3608,100.6835,0.7134,0.7134
0.2895,100.6122,0.6577,0.6577
0.2182,100.6122,0.6768,0.6768
0.1468,100.6122,0.7026,0.7026
0.0755,100.6122,0.7134,0.7134
0.0041,100.5408,0.6460,0.6460
-0.0672,100.5408,0.6577,0.6577
-0.1385,100.5408,0.6768,0.6768
-0.2099,100.5408,0.7026,0.7026
-0.2812,100.4695,0.6460,0.6460
-0.3526,100.4695,0.6577,0.6577
-0.4239,100.4695,0.6768,0.6768
-0.4952,100.4695,0.7026,0.7026
-0.5666,100.3982,0.6577,0.6577
-0.6379,100.3982,0.6768,0.6768
-0.7093,100.3982,0.7026,0.7026
-0.7806,100.3982,0.7026,0.7026
-0.8519,100.3268,0.6577,0.6577
-0.9233,100.3268,0.6768,0.6768
-0.9946,100.3268,0.7026,0.7026
-1.0660,100.2555,0.6577,0.6577
-1.1373,100.2555,0.6768,0.6768
-1.2086,100.2555,0.7026,0.7026
-1.2800,100.2555,0.7026,0.7026
-1.3513,100.1841,0.6577,0.6577
-1.4227,100.1841,0.6768,0.6768
-1.4940,100.1841,0.7026,0.7026
-1.5653,100.1128,0.6577,0.6577
-1.6367,100.1128,0.6768,0.6768
-1.7080,100.1128,0.7026,0.7026
-1.7794,100.1128,0.7026,0.7026
-1.8507,100.0415,0.6577,0.6577
-1.9220,100.0415,0.6768,0.6768
-1.9934,100.0415,0.7026,0.7026
-2.0647,100.0415,0.7026,0.7026
-2.1361,99.9701,0.6768,0.6768
-2.2074,99.9701,0.7026,0.7026
-2.2787,99.9701,0.7170,0.7170
-2.3501,99.8988,0.6577,0.6577
-2.4214,99.8988,0.6768,0.6768
-2.4928,99.8988,0.7026,0.7026
-2.5641,99.8988,0.7026,0.7026
-2.6354,99.8274,0.6577,0.6577
-2.7068,99.8274,0.6768,0.6768
-2.7781,99.8274,0.7026,0.7026
-2.8495,99.7561,0.6577,0.6577
-2.9208,99.7561,0.6768,0.6768
-2.9921,99.7561,0.7026,0.7026
-3.0635,99.7561,0.7026,0.7026
-3.1348,99.6848,0.6577,0.6577
-3.2062,99.6848,0.6768,0.6768
-3.2775,99.6848,0.7026,0.7026
-3.3488,99.6134,0.6577,0.6577
-3.4202,99.6134,0.6768,0.6768
-3.4915,99.6134,0.7026,0.7026
-3.5629,99.6134,0.7026,0.7026
-3.6342,99.5421,0.6577,0.6577
-3.7055,99.5421,0.6768,0.6768
-3.7769,99.5421,0.7026,0.7026
-3.8482,99.4707,0.6577,0.6577
-3.9196,99.4707,0.6768,0.6768
-3.9909,99.4707,0.7026,0.7026
-4.0622,99.4707,0.7026,0.7026
-4.1336,99.3994,0.6768,0.6768
-4.2049,99.3994,0.7026,0.7026
-4.2763,99.3994,0.7026,0.7026
-4.3476,99.3281,0.6768,0.6768
-4.4189,99.3281,0.7026,0.7026
-4.4903,99.3281,0.7026,0.7026
-4.5616,99.2567,0.6768,0.6768
-4.6330,99.2567,0.7026,0.7026
-4.7043,99.2567,0.7026,0.7026
-4.7756,99.1854,0.6768,0.6768
-4.8470,99.1854,0.7026,0.7026
-4.9183,99.1854,0.7026,0.7026
-4.9897,99.1140,0.6768,0.6768
-5.0610,99.1140,0.7026,0.7026
-5.1323,99.1140,0.7026,0.7026
-5.2037,99.0427,0.6768,0.6768
-5.2750,99.0427,0.7026,0.7026
-5.3464,99.0427,0.7026,0.7026
-5.4177,98.9714,0.6768,0.6768
-5.4890,98.9714,0.7026,0.7026
-5.5604,98.9000,0.6730,0.6730
-5.6317,98.9000,0.7026,0.7026
-5.7031,98.9000,0.7026,0.7026
-5.7744,98.8287,0.6768,0.6768
-5.8457,98.8287,0.7026,0.7026
-5.9171,98.7573,0.6730,0.6730
-5.9884,98.7573,0.7026,0.7026
-6.0598,98.7573,0.7026,0.7026
-6.1311,98.6860,0.7026,0.7026
-6.2024,98.6860,0.7026,0.7026
-6.2738,98.6147,0.7026,0.7026
-6.3451,98.6147,0.7026,0.7026
-6.4165,98.5433,0.7026,0.7026
-6.4878,98.5433,0.7026,0.7026
-6.5591,98.4720,0.6768,0.6768
-6.6305,98.4720,0.7026,0.7026
-6.7018,98.4006,0.6730,0.6730
-6.7732,98.4006,0.7026,0.7026
-6.8445,98.3293,0.6730,0.6730
-6.9158,98.3293,0.7026,0.7026
-6.9872,98.2580,0.7026,0.7026
-7.0585,98.2580,0.7026,0.7026
-7.1299,98.1866,0.7026,0.7026
-7.2012,98.1153,0.6730,0.6730
-7.2725,98.1153,0.7026,0.7026
-7.3439,98.0439,0.6730,0.6730
-7.4152,98.0439,0.7026,0.7026
-7.4866,97.9726,0.7026,0.7026
-7.5579,97.9013,0.6730,0.6730
-7.6292,97.9013,0.7026,0.7026
-7.7006,97.8299,0.6730,0.6730
-7.7719,97.8299,0.7026,0.7026
-7.8433,97.7586,0.7026,0.7026
-7.9146,97.6872,0.6730,0.6730
-7.9859,97.6872,0.7026,0.7026
-8.0573,97.6159,0.7026,0.7026
-8.1286,97.5446,0.6730,0.6730
-8.2000,97.5446,0.7026,0.7026
-8.2713,97.4732,0.7062,0.7062
-8.3426,97.4019,0.7026,0.7026
-8.4140,97.4019,0.7026,0.7026
-8.4853,97.3305,0.7062,0.7062
-8.5567,97.2592,0.7062,0.7062
-8.6280,97.1879,0.7026,0.7026
-8.6993,97.1879,0.7026,0.7026
-8.7707,97.1165,0.7062,0.7062
-8.8420,97.0452,0.7062,0.7062
-8.9134,96.9738,0.7062,0.7062
-8.9847,96.9025,0.7026,0.7026
-9.0560,96.9025,0.7026,0.7026
-9.1274,96.8312,0.7062,0.7062
-9.1987,96.7598,0.7062,0.7062
-9.2701,96.6885,0.7026,0.7026
-9.3414,96.6885,0.7026,0.7026
-9.4127,96.6171,0.7062,0.7062
-9.4841,96.5458,0.7062,0.7062
-9.5554,96.4745,0.7062,0.7062
-9.6268,96.4031,0.7026,0.7026
-9.6981,96.4031,0.7026,0.7026
-9.7694,96.3318,0.7062,0.7062
-9.8408,96.2604,0.7062,0.7062
-9.9121,96.1891,0.7062,0.7062
-9.9835,96.1178,0.7026,0.7026
-10.0548,96.1178,0.7062,0.7062
-10.1261,96.0464,0.7062,0.7062
-10.1975,95.9751,0.7062,0.7062
-10.2688,95.9037,0.7026,0.7026
-10.3402,95.9037,0.7026,0.7026
-10.4115,95.8324,0.7062,0.7062
-10.4828,95.7611,0.7062,0.7062
-10.5542,95.6897,0.7026,0.7026
-10.6255,95.6897,0.7026,0.7026
-10.6969,95.6184,0.7062,0.7062
-10.7682,95.5470,0.7062,0.7062
-10.8395,95.4757,0.7062,0.7062
-10.9109,95.4044,0.7026,0.7026
-10.9822,95.4044,0.7026,0.7026
-11.0536,95.3330,0.7062,0.7062
-11.1249,95.2617,0.7062,0.7062
-11.1962,95.1903,0.7026,0.7026
-11.2676,95.1903,0.7026,0.7026
-11.3389,95.1190,0.7062,0.7062
-11.4103,95.0477,0.7062,0.7062
-11.4816,94.9763,0.7062,0.7062
-11.5529,94.9050,0.7026,0.7026
-11.6243,94.9050,0.7026,0.7026
-11.6956,94.8336,0.7062,0.7062
-11.7670,94.7623,0.7062,0.7062
-11.8383,94.6910,0.7062,0.7062
-11.9096,94.6196,0.7026,0.7026
-11.9810,94.6196,0.7026,0.7026
-12.0523,94.5483,0.7062,0.7062
-12.1237,94.4769,0.7062,0.7062
-12.1950,94.4056,0.7062,0.7062
-12.2663,94.3343,0.7062,0.7062
-12.3377,94.2629,0.7026,0.7026
-12.4090,94.2629,0.7062,0.7062
-12.4804,94.1916,0.7062,0.7062
-12.5517,94.1202,0.7062,0.7062
-12.6230,94.0489,0.7062,0.7062
-12.6944,93.9776,0.7062,0.7062
-12.7657,93.9062,0.7026,0.7026
-12.8371,93.9062,0.7062,0.7062
-12.9084,93.8349,0.7062,0.7062
-12.9797,93.7635,0.7062,0.7062
-13.0511,93.6922,0.7062,0.7062
-13.1224,93.6209,0.7062,0.7062
-13.1938,93.5495,0.7026,0.7026
-13.2651,93.5495,0.7062,0.7062
-13.3364,93.4782,0.7062,0.7062
-13.4078,93.4068,0.7062,0.7062
-13.4791,93.3355,0.7062,0.7062
-13.5505,93.2642,0.7062,0.7062
-13.6218,93.1928,0.7026,0.7026
-13.6931,93.1928,0.7062,0.7062
-13.7645,93.1215,0.7062,0.7062
-13.8358,93.0501,0.7062,0.7062
-13.9072,92.9788,0.7062,0.7062
-13.9785,92.9075,0.7062,0.7062
-14.0498,92.8361,0.7026,0.7026
-14.1212,92.8361,0.7062,0.7062
-14.1925,92.7648,0.7062,0.7062
-14.2639,92.6934,0.7062,0.7062
-14.3352,92.6221,0.7062,0.7062
-14.4065,92.5508,0.7062,0.7062
-14.4779,92.4794,0.7062,0.7062
-14.5492,92.4081,0.7026,0.7026
-14.6206,92.4081,0.7062,0.7062
-14.6919,92.3367,0.7062,0.7062
-14.7632,92.2654,0.7062,0.7062
-14.8346,92.1941,0.7062,0.7062
-14.9059,92.1227,0.7062,0.7062
-14.9773,92.0514,0.7026,0.7026
-15.0486,92.0514,0.7062,0.7062
-15.1199,91.9800,0.7062,0.7062
-15.1913,91.9087,0.7062,0.7062
-15.2626,91.8374,0.7062,0.7062
-15.3340,91.7660,0.7062,0.7062
-15.4053,91.6947,0.7026,0.7026
-15.4766,91.6947,0.7062,0.7062
-15.5480,91.6233,0.7062,0.7062
-15.6193,91.5520,0.7062,0.7062
-15.6907,91.4807,0.7062,0.7062
-15.7620,91.4093,0.7062,0.7062
-15.8333,91.3380,0.7062,0.7062
-15.9047,91.2666,0.7062,0.7062
-15.9760,91.1953,0.7062,0.7062
-16.0474,91.1240,0.7062,0.7062
-16.1187,91.0526,0.7062,0.7062
-16.1900,90.9813,0.7062,0.7062
-16.2614,90.9099,0.7062,0.7062
-16.3327,90.8386,0.7062,0.7062
-16.4041,90.7673,0.7026,0.7026
-16.4041,90.6959,0.7026,0.7026
-16.4754,90.6246,0.7062,0.7062
-16.5467,90.5532,0.7062,0.7062
-16.6181,90.4819,0.7026,0.7026
-16.6181,90.4106,0.7026,0.7026
-16.6894,90.3392,0.7026,0.7026
-16.6894,90.2679,0.6730,0.6730
-16.7608,90.1965,0.7026,0.7026
-16.7608,90.1252,0.6768,0.6768
-16.7608,90.0539,0.6577,0.6577
-16.8321,89.9825,0.7026,0.7026
-16.8321,89.9112,0.6768,0.6768
-16.8321,89.8398,0.6577,0.6577
-16.8321,89.7685,0.6460,0.6460
-16.8321,89.6972,0.6421,0.6421
-16.9034,89.6258,0.7134,0.7134
-16.9034,89.5545,0.7134,0.7134
-16.9034,89.4831,0.7134,0.7134
-16.9034,89.4118,0.7134,0.7134
-16.8321,89.3405,0.6421,0.6421
-16.8321,89.2691,0.6460,0.6460
-16.8321,89.1978,0.6577,0.6577
-16.8321,89.1264,0.6768,0.6768
-16.8321,89.0551,0.7026,0.7026
-16.8321,88.9838,0.7026,0.7026
-16.8321,88.9124,0.6768,0.6768
-16.7608,88.8411,0.7026,0.7026
-16.7608,88.7697,0.7026,0.7026
-16.7608,88.6984,0.6768,0.6768
-16.6894,88.6271,0.7026,0.7026
-16.6894,88.5557,0.7026,0.7026
-16.6894,88.4844,0.6768,0.6768
-16.6181,88.4130,0.7026,0.7026
-16.6181,88.3417,0.7026,0.7026
-16.6181,88.2704,0.6768,0.6768
-16.5467,88.1990,0.7026,0.7026
-16.5467,88.1277,0.7026,0.7026
-16.5467,88.0563,0.6768,0.6768
-16.4754,87.9850,0.7026,0.7026
-16.4754,87.9137,0.7026,0.7026
-16.4754,87.8423,0.6768,0.6768
-16.4754,87.7710,0.6577,0.6577
-16.4754,87.6996,0.6381,0.6381
-16.4041,87.6283,0.6768,0.6768
-16.4041,87.5570,0.6577,0.6577
-16.4041,87.4856,0.6460,0.6460
-16.3327,87.4143,0.7134,0.7134
-16.3327,87.3429,0.7134,0.7134
-16.3327,87.2716,0.7026,0.7026
-16.3327,87.2003,0.6768,0.6768
-16.3327,87.1289,0.6577,0.6577
-16.3327,87.0576,0.6460,0.6460
-16.3327,86.9862,0.6421,0.6421
-16.3327,86.9149,0.6421,0.6421
-16.3327,86.8436,0.6421,0.6421
-16.3327,86.7722,0.6421,0.6421
-16.3327,86.7009,0.6421,0.6421
-16.3327,86.6295,0.6421,0.6421
-16.3327,86.5582,0.6460,0.6460
-16.3327,86.4869,0.6577,0.6577
-16.3327,86.4155,0.6768,0.6768
-16.4041,86.3442,0.6381,0.6381
-16.4041,86.2728,0.6577,0.6577
-16.4041,86.2015,0.6768,0.6768
-16.4041,86.1302,0.7026,0.7026
-16.4754,86.0588,0.6730,0.6730
-16.4754,85.9875,0.7026,0.7026
-16.4754,85.9161,0.7026,0.7026
-16.5467,85.8448,0.7026,0.7026
-16.6181,85.7735,0.6730,0.6730
-16.6181,85.7021,0.7062,0.7062
-16.6894,85.6308,0.7062,0.7062
-16.7608,85.5594,0.7062,0.7062
-16.8321,85.4881,0.7062,0.7062
-16.8321,85.4168,0.7062,0.7062
-16.9034,85.3454,0.7062,0.7062
-16.9748,85.2741,0.7062,0.7062
-17.0461,85.2027,0.7062,0.7062
-17.1175,85.1314,0.7062,0.7062
-17.1888,85.0601,0.7062,0.7062
-17.2601,84.9887,0.7026,0.7026
-17.2601,84.9174,0.7026,0.7026
-17.3315,84.8460,0.7062,0.7062
-17.4028,84.7747,0.7062,0.7062
-17.4742,84.7034,0.7062,0.7062
-17.5455,84.6320,0.7062,0.7062
-17.6168,84.5607,0.7026,0.7026
-17.6168,84.4893,0.7026,0.7026
-17.6882,84.4180,0.7062,0.7062
-17.7595,84.3467,0.7062,0.7062
-17.8309,84.2753,0.7062,0.7062
-17.9022,84.2040,0.7062,0.7062
-17.9735,84.1326,0.7026,0.7026
-17.9735,84.0613,0.7062,0.7062
-18.0449,83.9900,0.7062,0.7062
-18.1162,83.9186,0.7062,0.7062
-18.1876,83.8473,0.7062,0.7062
-18.2589,83.7759,0.7062,0.7062
-18.3302,83.7046,0.7026,0.7026
-18.3302,83.6333,0.7062,0.7062
-18.4016,83.5619,0.7062,0.7062
-18.4729,83.4906,0.7062,0.7062
-18.5443,83.4192,0.7062,0.7062
-18.6156,83.3479,0.7062,0.7062
-18.6869,83.2766,0.7026,0.7026
-18.6869,83.2052,0.7062,0.7062
-18.7583,83.1339,0.7062,0.7062
-18.8296,83.0625,0.7062,0.7062
-18.9010,82.9912,0.7062,0.7062
-18.9723,82.9199,0.7062,0.7062
-19.0436,82.8485,0.7026,0.7026
-19.0436,82.7772,0.7062,0.7062
-19.1150,82.7058,0.7062,0.7062
-19.1863,82.6345,0.7062,0.7062
-19.2577,82.5632,0.7062,0.7062
-19.3290,82.4918,0.7062,0.7062
-19.4003,82.4205,0.7026,0.7026
-19.4003,82.3491,0.7062,0.7062
-19.4717,82.2778,0.7062,0.7062
-19.5430,82.2065,0.7062,0.7062
-19.6144,82.1351,0.7062,0.7062
-19.6857,82.0638,0.7026,0.7026
-19.6857,81.9924,0.7026,0.7026
-19.7570,81.9211,0.7062,0.7062
-19.8284,81.8498,0.7062,0.7062
-19.8997,81.7784,0.7062,0.7062
-19.9711,81.7071,0.7062,0.7062
-20.0424,81.6357,0.7026,0.7026
-20.0424,81.5644,0.7026,0.7026
-20.1137,81.4931,0.7062,0.7062
-20.1851,81.4217,0.7062,0.7062
-20.2564,81.3504,0.7026,0.7026
-20.2564,81.2790,0.7026,0.7026
-20.3278,81.2077,0.7062,0.7062
-20.3991,81.1364,0.7062,0.7062
-20.4704,81.0650,0.7062,0.7062
-20.5418,80.9937,0.7026,0.7026
-20.5418,80.9223,0.7026,0.7026
-20.6131,80.8510,0.7062,0.7062
-20.6845,80.7797,0.7062,0.7062
-20.7558,80.7083,0.7062,0.7062
-20.8271,80.6370,0.7026,0.7026
-20.8271,80.5656,0.7026,0.7026
-20.8985,80.4943,0.7062,0.7062
-20.9698,80.4230,0.7062,0.7062
-21.0412,80.3516,0.7062,0.7062
-21.1125,80.2803,0.7026,0.7026
-21.1125,80.2089,0.7062,0.7062
-21.1838,80.1376,0.7062,0.7062
-21.2552,80.0663,0.7062,0.7062
-21.3265,79.9949,0.7062,0.7062
-21.3979,79.9236,0.7062,0.7062
-21.4692,79.8522,0.7062,0.7062
-21.5405,79.7809,0.7062,0.7062
-21.5405,79.7096,0.7062,0.7062
-21.6119,79.6382,0.7062,0.7062
-21.6832,79.5669,0.7062,0.7062
-21.7546,79.4955,0.7062,0.7062
-21.8259,79.4242,0.7062,0.7062
-21.8972,79.3529,0.7062,0.7062
-21.9686,79.2815,0.7062,0.7062
-22.0399,79.2102,0.7062,0.7062
-22.1113,79.1388,0.7062,0.7062
-22.1826,79.1388,0.7062,0.7062
-22.2539,79.0675,0.7062,0.7062
-22.3253,78.9962,0.7062,0.7062
-22.3966,78.9248,0.7062,0.7062
-22.4680,78.8535,0.7062,0.7062
-22.5393,78.7821,0.7026,0.7026
-22.6106,78.7821,0.7026,0.7026
-22.6820,78.7108,0.7062,0.7062
-22.7533,78.6395,0.7062,0.7062
-22.8247,78.5681,0.7026,0.7026
-22.8960,78.5681,0.7026,0.7026
-22.9673,78.4968,0.7062,0.7062
-23.0387,78.4254,0.7026,0.7026
-23.1100,78.3541,0.6730,0.6730
-23.1814,78.3541,0.7026,0.7026
-23.2527,78.2828,0.7026,0.7026
-23.3240,78.2114,0.6730,0.6730
-23.3954,78.2114,0.7026,0.7026
-23.4667,78.1401,0.6730,0.6730
-23.5381,78.1401,0.7026,0.7026
-23.6094,78.0687,0.7026,0.7026
-23.6807,78.0687,0.7026,0.7026
-23.7521,77.9974,0.7026,0.7026
-23.8234,77.9261,0.6730,0.6730
-23.8948,77.9261,0.7026,0.7026
-23.9661,77.8547,0.6730,0.6730
-24.0374,77.8547,0.7026,0.7026
-24.1088,77.7834,0.7026,0.7026
-24.1801,77.7120,0.6730,0.6730
-24.2515,77.7120,0.7026,0.7026
-24.3228,77.6407,0.6730,0.6730
-24.3941,77.6407,0.7026,0.7026
-24.4655,77.5694,0.7062,0.7062
-24.5368,77.4980,0.7026,0.7026
-24.6082,77.4980,0.7026,0.7026
-24.6795,77.4267,0.7062,0.7062
-24.7508,77.3553,0.7062,0.7062
-24.8222,77.2840,0.7062,0.7062
-24.8935,77.2127,0.7062,0.7062
-24.9649,77.1413,0.7062,0.7062
-25.0362,77.0700,0.7062,0.7062
-25.1075,76.9986,0.7062,0.7062
-25.1789,76.9273,0.7062,0.7062
-25.2502,76.8560,0.7062,0.7062
-25.3216,76.7846,0.7062,0.7062
-25.3929,76.7133,0.7062,0.7062
-25.4642,76.6419,0.7062,0.7062
-25.5356,76.5706,0.7062,0.7062
-25.6069,76.4993,0.7062,0.7062
-25.6783,76.4279,0.7062,0.7062
-25.7496,76.3566,0.7062,0.7062
-25.8209,76.2852,0.7026,0.7026
-25.8209,76.2139,0.7026,0.7026
-25.8923,76.1426,0.7062,0.7062
-25.9636,76.0712,0.7062,0.7062
-26.0350,75.9999,0.7026,0.7026
-26.0350,75.9285,0.7026,0.7026
-26.1063,75.8572,0.7026,0.7026
-26.1776,75.7859,0.6730,0.6730
-26.1776,75.7145,0.7026,0.7026
-26.2490,75.6432,0.7026,0.7026
-26.2490,75.5718,0.7026,0.7026
-26.3203,75.5005,0.7026,0.7026
-26.3203,75.4292,0.7026,0.7026
-26.3917,75.3578,0.7026,0.7026
-26.3917,75.2865,0.7026,0.7026
-26.4630,75.2151,0.7026,0.7026
-26.4630,75.1438,0.7026,0.7026
-26.5343,75.0725,0.7026,0.7026
-26.5343,75.0011,0.7026,0.7026
-26.6057,74.9298,0.7026,0.7026
-26.6057,74.8584,0.7026,0.7026
-26.6770,74.7871,0.6768,0.6768
-26.6770,74.7158,0.7026,0.7026
-26.7484,74.6444,0.6730,0.6730
-26.7484,74.5731,0.7026,0.7026
-26.7484,74.5017,0.6730,0.6730
-26.8197,74.4304,0.7026,0.7026
-26.8197,74.3591,0.6768,0.6768
-26.8910,74.2877,0.7026,0.7026
-26.8910,74.2164,0.7026,0.7026
-26.9624,74.1450,0.7026,0.7026
-26.9624,74.0737,0.7026,0.7026
-27.0337,74.0024,0.6768,0.6768
-27.0337,73.9310,0.7026,0.7026
-27.0337,73.8597,0.6768,0.6768
-27.1051,73.7883,0.7026,0.7026
-27.1051,73.7170,0.7026,0.7026
-27.1051,73.6457,0.6768,0.6768
-27.1764,73.5743,0.7026,0.7026
-27.1764,73.5030,0.7026,0.7026
-27.2477,73.4316,0.6768,0.6768
-27.2477,73.3603,0.7026,0.7026
-27.2477,73.2890,0.7026,0.7026
-27.3191,73.2176,0.6768,0.6768
-27.3191,73.1463,0.7026,0.7026
-27.3191,73.0749,0.7026,0.7026
-27.3904,73.0036,0.6577,0.6577
-27.3904,72.9323,0.6768,0.6768
-27.3904,72.8609,0.7026,0.7026
-27.3904,72.7896,0.7026,0.7026
-27.3904,72.7182,0.6768,0.6768
-27.4618,72.6469,0.6768,0.6768
-27.4618,72.5756,0.7026,0.7026
-27.4618,72.5042,0.7134,0.7134
-27.4618,72.4329,0.7134,0.7134
-27.4618,72.3615,0.7026,0.7026
-27.4618,72.2902,0.6768,0.6768
-27.4618,72.2189,0.6577,0.6577
-27.5331,72.1475,0.7134,0.7134
-27.5331,72.0762,0.7134,0.7134
-27.5331,72.0048,0.7134,0.7134
-27.5331,71.9335,0.7134,0.7134
-27.5331,71.8622,0.7134,0.7134
-27.6044,71.7908,0.6577,0.6577
-27.6044,71.7195,0.6768,0.6768
-27.6044,71.6481,0.7026,0.7026
-27.6044,71.5768,0.7134,0.7134
-27.6044,71.5055,0.7134,0.7134
-27.6044,71.4341,0.7134,0.7134
-27.6044,71.3628,0.7134,0.7134
-27.6044,71.2914,0.7134,0.7134
-27.6044,71.2201,0.7134,0.7134
-27.6044,71.1488,0.7134,0.7134
-27.6044,71.0774,0.7134,0.7134
-27.6044,71.0061,0.7134,0.7134
-27.6044,70.9347,0.7134,0.7134
-27.6044,70.8634,0.7134,0.7134
-27.6044,70.7921,0.7134,0.7134
-27.6044,70.7207,0.7134,0.7134
-27.6044,70.6494,0.7134,0.7134
-27.6044,70.5780,0.7134,0.7134
-27.6044,70.5067,0.7134,0.7134
-27.6044,70.4354,0.7134,0.7134
-27.6758,70.3640,0.7134,0.7134
-27.6758,70.2927,0.7134,0.7134
-27.6758,70.2213,0.7134,0.7134
-27.6758,70.1500,0.7134,0.7134
-27.6758,70.0787,0.7134,0.7134
-27.6758,70.0073,0.7134,0.7134
-27.6758,69.9360,0.7134,0.7134
-27.6758,69.8646,0.7134,0.7134
-27.6758,69.7933,0.7134,0.7134
-27.6758,69.7220,0.7134,0.7134
-27.6758,69.6506,0.7134,0.7134
-27.6758,69.5793,0.7134,0.7134
-27.6758,69.5079,0.7134,0.7134
-27.6758,69.4366,0.7134,0.7134
-27.6758,69.3653,0.7134,0.7134
-27.6758,69.2939,0.7134,0.7134
-27.6758,69.2226,0.7134,0.7134
-27.6758,69.1512,0.7134,0.7134
-27.6758,69.0799,0.7134,0.7134
-27.6758,69.0086,0.7134,0.7134
-27.6758,68.9372,0.7134,0.7134
-27.6758,68.8659,0.7134,0.7134
-27.6758,68.7945,0.7134,0.7134
-27.6758,68.7232,0.7134,0.7134
-27.6758,68.6519,0.7134,0.7134
-27.6758,68.5805,0.7134,0.7134
-27.6758,68.5092,0.7134,0.7134
-27.6758,68.4378,0.7134,0.7134
-27.6758,68.3665,0.7134,0.7134
-27.6758,68.2952,0.7134,0.7134
-27.6758,68.2238,0.7134,0.7134
-27.6758,68.1525,0.7134,0.7134
-27.6758,68.0811,0.7134,0.7134
-27.6758,68.0098,0.7134,0.7134
-27.6758,67.9385,0.7134,0.7134
-27.6758,67.8671,0.7134,0.7134
-27.6758,67.7958,0.7134,0.7134
-27.6758,67.7244,0.7134,0.7134
-27.6758,67.6531,0.7134,0.7134
-27.6758,67.5818,0.7134,0.7134
-27.6758,67.5104,0.7134,0.7134
-27.6758,67.4391,0.7134,0.7134
-27.6758,67.3677,0.7134,0.7134
-27.6758,67.2964,0.7134,0.7134
-27.6758,67.2251,0.7134,0.7134
-27.6758,67.1537,0.7134,0.7134
-27.6758,67.0824,0.7134,0.7134
-27.6758,67.0110,0.7134,0.7134
-27.6758,66.9397,0.7134,0.7134
-27.6758,66.8684,0.7134,0.7134
-27.6758,66.7970,0.7134,0.7134
-27.6758,66.7257,0.7134,0.7134
-27.6758,66.6543,0.7134,0.7134
-27.6758,66.5830,0.7134,0.7134
-27.6758,66.5117,0.7134,0.7134
-27.6758,66.4403,0.7134,0.7134
-27.6758,66.3690,0.7134,0.7134
-27.6758,66.2976,0.7134,0.7134
-27.6758,66.2263,0.7134,0.7134
-27.6758,66.1550,0.7134,0.7134
-27.6758,66.0836,0.7134,0.7134
-27.6758,66.0123,0.7134,0.7134
-27.6758,65.9409,0.7134,0.7134
-27.6758,65.8696,0.7134,0.7134
-27.6758,65.7983,0.7134,0.7134
-27.6758,65.7269,0.7134,0.7134
-27.6758,65.6556,0.7134,0.7134
-27.6758,65.5842,0.7134,0.7134
-27.6758,65.5129,0.7134,0.7134
-27.6758,65.4416,0.7134,0.7134
-27.6758,65.3702,0.7134,0.7134
-27.6758,65.2989,0.7134,0.7134
-27.6758,65.2275,0.7134,0.7134
-27.6758,65.1562,0.7134,0.7134
-27.6758,65.0849,0.7134,0.7134
-27.6758,65.0135,0.7134,0.7134
-27.6758,64.9422,0.7134,0.7134
-27.6758,64.8708,0.7134,0.7134
-27.6758,64.7995,0.7134,0.7134
-27.6758,64.7282,0.7134,0.7134
-27.6758,64.6568,0.7134,0.7134
-27.6758,64.5855,0.7134,0.7134
-27.6758,64.5141,0.7134,0.7134
-27.6758,64.4428,0.7134,0.7134
-27.6758,64.3715,0.7134,0.7134
-27.6758,64.3001,0.7134,0.7134
-27.6758,64.2288,0.7134,0.7134
-27.6758,64.1574,0.7134,0.7134
-27.6758,64.0861,0.7134,0.7134
-27.6758,64.0148,0.7134,0.7134
-27.6758,63.9434,0.7134,0.7134
-27.6758,63.8721,0.7134,0.7134
-27.6758,63.8007,0.7134,0.7134
-27.6758,63.7294,0.7134,0.7134
-27.6758,63.6581,0.7134,0.7134
-27.6758,63.5867,0.7134,0.7134
-27.6758,63.5154,0.7134,0.7134
-27.6758,63.4440,0.7134,0.7134
-27.6758,63.3727,0.7134,0.7134
-27.6758,63.3014,0.7134,0.7134
-27.6758,63.2300,0.7134,0.7134
-27.6758,63.1587,0.7134,0.7134
-27.6758,63.0873,0.7134,0.7134
-27.6758,63.0160,0.7134,0.7134
-27.6758,62.9447,0.7134,0.7134
-27.6758,62.8733,0.7134,0.7134
-27.6758,62.8020,0.7134,0.7134
-27.6758,62.7306,0.7134,0.7134
-27.6758,62.6593,0.7134,0.7134
-27.6758,62.5880,0.7134,0.7134
-27.6758,62.5166,0.7134,0.7134
-27.6758,62.4453,0.7134,0.7134
-27.6758,62.3739,0.7134,0.7134
-27.7471,62.3026,0.7134,0.7134
-27.7471,62.2313,0.7134,0.7134
-27.7471,62.1599,0.7134,0.7134
-27.7471,62.0886,0.7134,0.7134
-27.7471,62.0172,0.7134,0.7134
-27.7471,61.9459,0.7134,0.7134
-27.7471,61.8746,0.7134,0.7134
-27.7471,61.8032,0.7134,0.7134
-27.7471,61.7319,0.7134,0.7134
-27.7471,61.6605,0.7134,0.7134
-27.8185,61.5892,0.6421,0.6421
-27.8185,61.5179,0.6421,0.6421
-27.8185,61.4465,0.6421,0.6421
-27.8185,61.3752,0.6421,0.6421
-27.8185,61.3038,0.6460,0.6460
-27.8185,61.2325,0.6577,0.6577
-27.8185,61.1612,0.6768,0.6768
-27.8898,61.0898,0.6381,0.6381
